    50 42
   100 93
   150 145
   200 193
   250 247
   300 294
   350 346
   400 398
   450 450
   500 500
   550 544
   600 602
   650 653
   700 695
   750 758
   800 806
   850 853
   900 905
   950 958
  1000 1014
  1050 1059
  1100 1109
  1150 1154
  1200 1204
  1250 1268
  1300 1314
  1350 1360
  1400 1416
  1450 1470
  1500 1513
  1550 1573
  1600 1608
  1650 1659
  1700 1712
  1750 1765
  1800 1820
  1850 1870
  1900 1920
  1950 1961
  2000 2017
  2050 2076
  2100 2124
  2150 2181
  2200 2221
  2250 2281
  2300 2331
  2350 2382
  2400 2416
  2450 2489
  2500 2542
  2550 2574
  2600 2646
  2650 2691
  2700 2728
  2750 2784
  2800 2833
  2850 2887
  2900 2938
  2950 3002
  3000 3054
  3050 3083
  3100 3143
  3150 3190
  3200 3242
  3250 3282
  3300 3337
  3350 3402
  3400 3454
  3450 3488
  3500 3552
  3550 3604
  3600 3660
  3650 3702
  3700 3743
  3750 3808
  3800 3854
  3850 3900
  3900 3942
  3950 4006
  4000 4053
  4050 4098
  4100 4155
  4150 4206
  4200 4254
  4250 4313
  4300 4351
  4350 4408
  4400 4465
  4450 4518
  4500 4570
  4550 4612
  4600 4659
  4650 4726
  4700 4775
  4750 4827
  4800 4878
  4850 4926
  4900 4952
  4950 5020
  5000 5076
  5050 5130
  5100 5165
  5150 5223
  5200 5275
  5250 5327
  5300 5372
  5350 5429
  5400 5485
  5450 5528
  5500 5580
  5550 5629
  5600 5710
  5650 5737
  5700 5794
  5750 5846
  5800 5875
  5850 5951
  5900 5986
  5950 6048
  6000 6103
  6050 6144
  6100 6195
  6150 6231
  6200 6287
  6250 6348
  6300 6410
  6350 6444
  6400 6495
  6450 6558
  6500 6619
  6550 6635
  6600 6682
  6650 6749
  6700 6802
  6750 6852
  6800 6920
  6850 6959
  6900 6982
  6950 7040
  7000 7100
  7050 7143
  7100 7204
  7150 7251
  7200 7315
  7250 7360
  7300 7415
  7350 7470
  7400 7520
  7450 7540
  7500 7592
  7550 7654
  7600 7702
  7650 7761
  7700 7815
  7750 7889
  7800 7918
  7850 7964
  7900 8018
  7950 8084
  8000 8120
  8050 8161
  8100 8243
  8150 8280
  8200 8326
  8250 8368
  8300 8441
  8350 8473
  8400 8518
  8450 8558
  8500 8626
  8550 8676
  8600 8741
  8650 8770
  8700 8833
  8750 8882
  8800 8945
  8850 9010
  8900 9041
  8950 9088
  9000 9134
  9050 9187
  9100 9228
  9150 9310
  9200 9336
  9250 9394
  9300 9455
  9350 9475
  9400 9548
  9450 9578
  9500 9615
  9550 9696
  9600 9760
  9650 9805
  9700 9866
  9750 9889
  9800 9970
  9850 10013
  9900 10041
  9950 10107
 10000 10156
 10050 10233
 10100 10255
 10150 10304
 10200 10368
 10250 10428
 10300 10452
 10350 10499
 10400 10546
 10450 10612
 10500 10666
 10550 10728
 10600 10770
 10650 10808
 10700 10875
 10750 10924
 10800 10972
 10850 11026
 10900 11076
 10950 11098
 11000 11173
 11050 11240
 11100 11260
 11150 11330
 11200 11384
 11250 11418
 11300 11464
 11350 11548
 11400 11613
 11450 11618
 11500 11669
 11550 11711
 11600 11778
 11650 11828
 11700 11888
 11750 11934
 11800 11986
 11850 12021
 11900 12083
 11950 12115
 12000 12203
 12050 12230
 12100 12297
 12150 12334
 12200 12390
 12250 12448
 12300 12499
 12350 12527
 12400 12608
 12450 12673
 12500 12690
 12550 12754
 12600 12802
 12650 12842
 12700 12877
 12750 12970
 12800 13011
 12850 13065
 12900 13104
 12950 13132
 13000 13217
 13050 13263
 13100 13338
 13150 13359
 13200 13411
 13250 13480
 13300 13528
 13350 13547
 13400 13615
 13450 13665
 13500 13694
 13550 13749
 13600 13782
 13650 13865
 13700 13926
 13750 13970
 13800 14052
 13850 14060
 13900 14129
 13950 14191
 14000 14209
 14050 14266
 14100 14309
 14150 14385
 14200 14435
 14250 14491
 14300 14540
 14350 14567
 14400 14606
 14450 14685
 14500 14719
 14550 14777
 14600 14823
 14650 14874
 14700 14940
 14750 14974
 14800 15041
 14850 15078
 14900 15137
 14950 15193
 15000 15209
 15050 15309
 15100 15342
 15150 15431
 15200 15433
 15250 15483
 15300 15557
 15350 15584
 15400 15636
 15450 15688
 15500 15757
 15550 15799
 15600 15827
 15650 15880
 15700 15944
 15750 15999
 15800 16064
 15850 16105
 15900 16181
 15950 16191
 16000 16248
 16050 16307
 16100 16362
 16150 16373
 16200 16447
 16250 16549
 16300 16545
 16350 16612
 16400 16653
 16450 16706
 16500 16773
 16550 16837
 16600 16843
 16650 16869
 16700 16926
 16750 17030
 16800 17073
 16850 17093
 16900 17152
 16950 17213
 17000 17285
 17050 17306
 17100 17372
 17150 17419
 17200 17457
 17250 17517
 17300 17545
 17350 17613
 17400 17678
 17450 17715
 17500 17788
 17550 17854
 17600 17914
 17650 17957
 17700 17981
 17750 18037
 17800 18063
 17850 18114
 17900 18185
 17950 18281
 18000 18286
 18050 18327
 18100 18397
 18150 18435
 18200 18509
 18250 18544
 18300 18595
 18350 18632
 18400 18679
 18450 18735
 18500 18791
 18550 18843
 18600 18875
 18650 18958
 18700 18989
 18750 19031
 18800 19095
 18850 19174
 18900 19210
 18950 19263
 19000 19323
 19050 19340
 19100 19395
 19150 19458
 19200 19523
 19250 19572
 19300 19618
 19350 19638
 19400 19695
 19450 19793
 19500 19782
 19550 19897
 19600 19928
 19650 19970
 19700 20017
 19750 20077
 19800 20119
 19850 20167
 19900 20224
 19950 20260
 20000 20354
 20050 20382
 20100 20421
 20150 20495
 20200 20517
 20250 20605
 20300 20616
 20350 20675
 20400 20749
 20450 20802
 20500 20841
 20550 20892
 20600 20930
 20650 20981
 20700 21026
 20750 21067
 20800 21119
 20850 21202
 20900 21227
 20950 21307
 21000 21344
 21050 21417
 21100 21436
 21150 21487
 21200 21530
 21250 21589
 21300 21637
 21350 21717
 21400 21737
 21450 21807
 21500 21843
 21550 21902
 21600 21920
 21650 22005
 21700 22034
 21750 22088
 21800 22174
 21850 22205
 21900 22236
 21950 22281
 22000 22324
 22050 22417
 22100 22460
 22150 22508
 22200 22543
 22250 22608
 22300 22645
 22350 22694
 22400 22766
 22450 22832
 22500 22859
 22550 22909
 22600 22961
 22650 23009
 22700 23045
 22750 23097
 22800 23168
 22850 23198
 22900 23279
 22950 23297
 23000 23358
 23050 23449
 23100 23447
 23150 23542
 23200 23581
 23250 23614
 23300 23677
 23350 23743
 23400 23764
 23450 23812
 23500 23894
 23550 23890
 23600 23971
 23650 24043
 23700 24080
 23750 24118
 23800 24184
 23850 24240
 23900 24301
 23950 24346
 24000 24370
 24050 24426
 24100 24510
 24150 24520
 24200 24618
 24250 24614
 24300 24709
 24350 24733
 24400 24821
 24450 24848
 24500 24921
 24550 24910
 24600 24994
 24650 25066
 24700 25094
 24750 25133
 24800 25178
 24850 25240
 24900 25305
 24950 25335
 25000 25386
 25050 25412
 25100 25469
 25150 25524
 25200 25604
 25250 25677
 25300 25721
 25350 25775
 25400 25813
 25450 25850
 25500 25952
 25550 25944
 25600 25983
 25650 26080
 25700 26092
 25750 26171
 25800 26208
 25850 26281
 25900 26318
 25950 26350
 26000 26427
 26050 26471
 26100 26484
 26150 26567
 26200 26642
 26250 26671
 26300 26700
 26350 26780
 26400 26824
 26450 26874
 26500 26919
 26550 26949
 26600 27026
 26650 27038
 26700 27185
 26750 27207
 26800 27227
 26850 27261
 26900 27292
 26950 27360
 27000 27445
 27050 27503
 27100 27549
 27150 27590
 27200 27609
 27250 27651
 27300 27757
 27350 27791
 27400 27856
 27450 27882
 27500 27952
 27550 28012
 27600 28011
 27650 28122
 27700 28152
 27750 28198
 27800 28212
 27850 28288
 27900 28334
 27950 28373
 28000 28445
 28050 28451
 28100 28581
 28150 28601
 28200 28638
 28250 28732
 28300 28739
 28350 28806
 28400 28842
 28450 28903
 28500 28961
 28550 29000
 28600 29042
 28650 29127
 28700 29149
 28750 29203
 28800 29264
 28850 29321
 28900 29413
 28950 29361
 29000 29465
 29050 29487
 29100 29533
 29150 29650
 29200 29643
 29250 29710
 29300 29751
 29350 29836
 29400 29850
 29450 29927
 29500 29944
 29550 30019
 29600 30054
 29650 30124
 29700 30131
 29750 30240
 29800 30315
 29850 30336
 29900 30360
 29950 30446
 30000 30511
 30050 30511
 30100 30564
 30150 30626
 30200 30712
 30250 30701
 30300 30789
 30350 30862
 30400 30888
 30450 30926
 30500 30998
 30550 31056
 30600 31110
 30650 31216
 30700 31216
 30750 31227
 30800 31253
 30850 31355
 30900 31381
 30950 31438
 31000 31504
 31050 31586
 31100 31563
 31150 31693
 31200 31704
 31250 31786
 31300 31820
 31350 31857
 31400 31910
 31450 31957
 31500 32029
 31550 32053
 31600 32111
 31650 32164
 31700 32242
 31750 32212
 31800 32305
 31850 32383
 31900 32394
 31950 32436
 32000 32559
 32050 32533
 32100 32594
 32150 32657
 32200 32714
 32250 32788
 32300 32806
 32350 32878
 32400 32929
 32450 33003
 32500 32994
 32550 33082
 32600 33147
 32650 33208
 32700 33213
 32750 33279
 32800 33309
 32850 33391
 32900 33440
 32950 33475
 33000 33547
 33050 33575
 33100 33620
 33150 33679
 33200 33749
 33250 33775
 33300 33854
 33350 33875
 33400 33951
 33450 33976
 33500 34036
 33550 34086
 33600 34152
 33650 34146
 33700 34192
 33750 34299
 33800 34330
 33850 34383
 33900 34424
 33950 34498
 34000 34536
 34050 34602
 34100 34631
 34150 34683
 34200 34784
 34250 34821
 34300 34816
 34350 34889
 34400 34966
 34450 34969
 34500 35036
 34550 35172
 34600 35132
 34650 35215
 34700 35260
 34750 35328
 34800 35416
 34850 35432
 34900 35453
 34950 35506
 35000 35533
 35050 35609
 35100 35658
 35150 35727
 35200 35735
 35250 35838
 35300 35867
 35350 35935
 35400 35926
 35450 36069
 35500 36098
 35550 36140
 35600 36190
 35650 36234
 35700 36245
 35750 36370
 35800 36357
 35850 36424
 35900 36516
 35950 36499
 36000 36594
 36050 36616
 36100 36658
 36150 36729
 36200 36812
 36250 36805
 36300 36885
 36350 36941
 36400 37007
 36450 37034
 36500 37066
 36550 37157
 36600 37176
 36650 37301
 36700 37297
 36750 37302
 36800 37380
 36850 37476
 36900 37537
 36950 37506
 37000 37592
 37050 37657
 37100 37740
 37150 37734
 37200 37848
 37250 37883
 37300 37897
 37350 37981
 37400 38008
 37450 38055
 37500 38056
 37550 38161
 37600 38230
 37650 38286
 37700 38322
 37750 38334
 37800 38421
 37850 38500
 37900 38507
 37950 38581
 38000 38612
 38050 38660
 38100 38685
 38150 38722
 38200 38823
 38250 38869
 38300 38890
 38350 38966
 38400 39040
 38450 39048
 38500 39122
 38550 39167
 38600 39203
 38650 39272
 38700 39285
 38750 39391
 38800 39416
 38850 39474
 38900 39510
 38950 39606
 39000 39635
 39050 39719
 39100 39732
 39150 39727
 39200 39805
 39250 39873
 39300 39965
 39350 39956
 39400 40098
 39450 40107
 39500 40119
 39550 40155
 39600 40259
 39650 40271
 39700 40342
 39750 40355
 39800 40459
 39850 40471
 39900 40574
 39950 40551
 40000 40629
 40050 40718
 40100 40714
 40150 40826
 40200 40834
 40250 40896
 40300 40964
 40350 41006
 40400 41066
 40450 41091
 40500 41123
 40550 41202
 40600 41267
 40650 41318
 40700 41406
 40750 41428
 40800 41449
 40850 41551
 40900 41542
 40950 41665
 41000 41641
 41050 41704
 41100 41786
 41150 41798
 41200 41830
 41250 41910
 41300 41956
 41350 42039
 41400 42048
 41450 42109
 41500 42092
 41550 42191
 41600 42254
 41650 42309
 41700 42377
 41750 42414
 41800 42463
 41850 42481
 41900 42559
 41950 42585
 42000 42653
 42050 42703
 42100 42811
 42150 42760
 42200 42961
 42250 42933
 42300 42923
 42350 43024
 42400 43075
 42450 43145
 42500 43143
 42550 43248
 42600 43296
 42650 43361
 42700 43408
 42750 43465
 42800 43455
 42850 43534
 42900 43628
 42950 43661
 43000 43698
 43050 43712
 43100 43793
 43150 43801
 43200 43914
 43250 43955
 43300 44015
 43350 44038
 43400 44124
 43450 44192
 43500 44156
 43550 44249
 43600 44334
 43650 44361
 43700 44421
 43750 44499
 43800 44492
 43850 44547
 43900 44593
 43950 44706
 44000 44691
 44050 44763
 44100 44803
 44150 44878
 44200 44900
 44250 44927
 44300 45005
 44350 45042
 44400 45089
 44450 45166
 44500 45223
 44550 45296
 44600 45383
 44650 45369
 44700 45435
 44750 45464
 44800 45558
 44850 45545
 44900 45618
 44950 45677
 45000 45725
 45050 45778
 45100 45838
 45150 45932
 45200 45889
 45250 45947
 45300 46058
 45350 46127
 45400 46136
 45450 46175
 45500 46323
 45550 46314
 45600 46318
 45650 46359
 45700 46414
 45750 46514
 45800 46539
 45850 46608
 45900 46651
 45950 46651
 46000 46746
 46050 46743
 46100 46867
 46150 46871
 46200 47011
 46250 47003
 46300 47051
 46350 47111
 46400 47149
 46450 47200
 46500 47227
 46550 47262
 46600 47358
 46650 47349
 46700 47445
 46750 47508
 46800 47538
 46850 47582
 46900 47670
 46950 47685
 47000 47759
 47050 47799
 47100 47887
 47150 47896
 47200 47925
 47250 48021
 47300 48056
 47350 48173
 47400 48131
 47450 48226
 47500 48223
 47550 48275
 47600 48343
 47650 48366
 47700 48473
 47750 48527
 47800 48589
 47850 48585
 47900 48645
 47950 48685
 48000 48808
 48050 48875
 48100 48888
 48150 48910
 48200 48925
 48250 49042
 48300 49092
 48350 49131
 48400 49172
 48450 49258
 48500 49298
 48550 49295
 48600 49385
 48650 49476
 48700 49494
 48750 49568
 48800 49599
 48850 49647
 48900 49669
 48950 49751
 49000 49825
 49050 49856
 49100 49883
 49150 49927
 49200 50014
 49250 50005
 49300 50120
 49350 50207
 49400 50181
 49450 50231
 49500 50289
 49550 50346
 49600 50379
 49650 50483
 49700 50485
 49750 50562
 49800 50568
 49850 50691
 49900 50752
 49950 50772
 50000 50840
 50050 50890
 50100 50909
 50150 50963
 50200 50996
 50250 51041
 50300 51071
 50350 51165
 50400 51199
 50450 51329
 50500 51336
 50550 51333
 50600 51375
 50650 51457
 50700 51560
 50750 51591
